"entry_id","entry_key","semantic_domain_exact","semantic_domain_trimmed","frequency_exacte","french_lemma","gloss_fr","case_profile","outer_spaces","accents","punctuation","number_profile","probable_language_or_nature","related_variants","proposed_target","category","semantic_observation"
"140","PARCE_QUE","liaison","liaison","3","parce que","indique une cause ou une raison","minuscules","non","absents","aucune","singulier ou nom massif","français","","relations logiques","B","CEPENDANT, PAR CONSEQUENT et PARCE QUE marquent opposition, conséquence et cause."
"141","TROUVER","action","action","32","trouver","découvrir ou localiser quelque chose ou quelqu’un","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"142","FUIR","action","action","32","fuir","quitter un lieu, partir","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"145","SANS","relation","relation","5","sans","indiquant l'absence de quelque chose","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","relations logiques","C","SANS, DONC et PAR CONSEQUENT relèvent du discours, mais CAUSE relève aussi de la causalité."
"147","ALLER","action","action","32","aller","se déplacer vers un lieu","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"148","AUSSI","addition","addition","1","aussi","indique une addition, également","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","addition","D","AUSSI marque bien une relation additive."
"149","QUELQUES","quantité","quantité","10","quelques","une petite quantité indéfinie","minuscules","non","présents","aucune","singulier ou nom massif","français","","quantité","C","Quantificateurs, niveau, élévation et million mêlent grammaire, mesure et changement."
"152","DONC","relation","relation","5","donc","conclusion ou conséquence","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","relations logiques","C","SANS, DONC et PAR CONSEQUENT relèvent du discours, mais CAUSE relève aussi de la causalité."
"157","CONSEQUENCE","causalité","causalité","2","conséquence","effet produisant un résultat","minuscules","non","présents","aucune","singulier ou nom massif","français","","causalité","D","RESULTER et CONSEQUENCE relèvent de la causalité."
"158","DESASTRE","catastrophe","catastrophe","1","désastre","événement catastrophique","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","catastrophe","D","DESASTRE relève directement de la catastrophe."
"159","GLACIER","nature","nature","16","glacier","masse de glace en mouvement","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"160","DETERMINANT_POSSESSIF_1PLURAL","grammaire","grammaire","19","notre","adjectif possessif première personne pluriel","minuscules","non","absents","aucune","singulier ou nom massif","français","Grammaire","grammaire","D","Les 19 entrées sont des mots ou fonctions grammaticales."
"161","PLANETE_TERRE","nature","nature","16","Terre","planète habitée par l'humanité","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"162","SOUFFRIR","ressenti","ressenti","1","souffrir","éprouver une douleur ou un mal","minuscules","non","absents","aucune","singulier ou nom massif","français","","ressenti","D","SOUFFRIR relève directement du ressenti."
"163","ALTERATION","changement","changement","6","altération","modification ou dégradation","minuscules","non","absents","aucune","singulier ou nom massif","français","Changement","changement","D","Altération, augmentation, variation, devenir, accélération et perte forment un ensemble défendable."
"164","CLIMATIQUE","nature","nature","16","climatique","relatif au climat","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"165","TRES","adverbe","adverbe","1","très","adverbe d’intensité","minuscules","non","absents","aucune","singulier ou nom massif","français","","grammaire","C","TRES est un adverbe d’intensité ; il faut choisir entre grammaire et sémantique."
"166","GRAVE","qualité","qualité","28","grave","d’importance ou de danger sérieux","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"167","PREOCCUPANT","qualité","qualité","28","préoccupant","causant une inquiétude","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"168","TEMPERATURE","météorologie","météorologie","1","température","degré de chaleur ou de froid","minuscules","non","présents","aucune","singulier ou nom massif","français","météo","météorologie","D","TEMPERATURE relève de la météorologie dans ce corpus."
"169","GLOBAL","qualité","qualité","28","global","qui concerne l’ensemble","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"170","AUGMENTER","changement","changement","6","augmenter","devenir plus grand","minuscules","non","absents","aucune","singulier ou nom massif","français","Changement","changement","D","Altération, augmentation, variation, devenir, accélération et perte forment un ensemble défendable."
"171","CONSTANT","qualité","qualité","28","constant","qui ne change pas","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"172","CETTE","grammaire","grammaire","19","cette","déterminant démonstratif féminin singulier","minuscules","non","absents","aucune","singulier ou nom massif","français","Grammaire","grammaire","D","Les 19 entrées sont des mots ou fonctions grammaticales."
"173","AUGMENTATION","événement","événement","2","augmentation","action d’augmenter","minuscules","non","présents","aucune","singulier ou nom massif","français","","événement","D","AUGMENTATION et PERTE peuvent être conceptualisées comme événements."
"174","THERMIQUE","physique","physique","1","thermique","relatif à la chaleur","minuscules","non","absents","aucune","singulier ou nom massif","français","","physique","D","THERMIQUE relève de la physique."
"175","PRODUIRE","action","action","32","produire","faire apparaître, engendrer","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"176","NATURE","nature","nature","16","nature","monde naturel, environnement","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"177","HUMANITE","société","société","2","humanité","ensemble des humains","minuscules","non","présents","aucune","singulier ou nom massif","français","society","société","D","HUMANITE et CITE relèvent de la société."
"178","ENTIER","qualité","qualité","28","entier","tout complet, total","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"179","PREMIEREMENT","temps","temps","4","premièrement","adverbe indiquant le premier point","minuscules","non","absents","aucune","invariable","français","time | temps_manière","temps","C","RAPIDEMENT, QUAND, PREMIEREMENT et EVENEMENT mêlent temps, manière et discours."
"180","NOUS_PRONOM_PERSONNEL","grammaire","grammaire","19","nous","pronom personnel sujet première personne pluriel","minuscules","non","absents","aucune","singulier ou nom massif","français","Grammaire","grammaire","D","Les 19 entrées sont des mots ou fonctions grammaticales."
"181","OBSERVER","action","action","32","","regarder pour étudier","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"182","DESTRUCTION","destruction","destruction","1","destruction","action de détruire","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","destruction","D","DESTRUCTION correspond exactement."
"183","ACCELERER","action","action","32","accélérer","augmenter la vitesse","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"184","DESASTREUX","qualité","qualité","28","désastreux","qui cause un désastre","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"185","POLAIRE","nature","nature","16","polaire","relatif aux pôles terrestres","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"186","OCEAN","nature","nature","16","océan","grande étendue d'eau salée","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"187","ZONE","géographie","géographie","2","zone","espace délimité, région","minuscules","non","présents","aucune","singulier ou nom massif","français","GEOGRAPHY","géographie","D","ZONE et COTIER relèvent de la géographie."
"188","COTIER","géographie","géographie","2","côtier","relatif à la côte","minuscules","non","présents","aucune","singulier ou nom massif","français","GEOGRAPHY","géographie","D","ZONE et COTIER relèvent de la géographie."
"189","CITE","société","société","2","cité","ville, grande agglomération","minuscules","non","présents","aucune","singulier ou nom massif","français","society","société","D","HUMANITE et CITE relèvent de la société."
"191","CONTINU","qualité","qualité","28","continu","qui ne s'interrompt pas","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"192","PAR_CONSEQUENT","relation","relation","5","","indique une conséquence","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","relations logiques","C","SANS, DONC et PAR CONSEQUENT relèvent du discours, mais CAUSE relève aussi de la causalité."
"193","NIVEAU","quantité","quantité","10","niveau","hauteur ou degré","minuscules","non","présents","aucune","singulier ou nom massif","français","","quantité","C","Quantificateurs, niveau, élévation et million mêlent grammaire, mesure et changement."
"194","S_ELEVER","action","action","32","s'élever","monter en hauteur ou en nombre","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"195","ELEVATION","quantité","quantité","10","élévation","action de monter, hausse","minuscules","non","présents","aucune","singulier ou nom massif","français","","quantité","C","Quantificateurs, niveau, élévation et million mêlent grammaire, mesure et changement."
"196","MARITIME","nature","nature","16","maritime","relatif à la mer","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"197","MENACER","action","action","32","menacer","constituer un danger","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"198","DIRECTEMENT","manière","manière","3","directement","de manière immédiate, sans intermédiaire","minuscules","non","présents","aucune","singulier ou nom massif","français","","manière","D","MANIERE, SURTOUT et DIRECTEMENT expriment une manière ou modalité."
"201","PROCHE","localisation","localisation","1","proche","qui est situé à une faible distance","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","localisation","D","PROCHE exprime une localisation relative."
"202","MILLION","quantité","quantité","10","million","un nombre égal à mille milliers (1 000 000)","minuscules","non","présents","aucune","singulier ou nom massif","français","","quantité","C","Quantificateurs, niveau, élévation et million mêlent grammaire, mesure et changement."
"203","PERSONNE","être","être","1","personne","être humain","minuscules","non","présents","aucune","singulier ou nom massif","français","","personne","C","PERSONNE désigne un être humain ; personne ou société serait plus explicite."
"204","SOUFFRIR_VERB","action","action","32","","ressentir une douleur ou une détresse","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"207","AUGMENTER_VERB","action","action","32","","devenir plus grand ou plus nombreux","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"210","PRODUIRE_VERB","action","action","32","","faire apparaître, créer ou fabriquer","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"213","OBSERVER_VERB","action","action","32","","regarder attentivement pour noter","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"214","ACCELERE","qualité","qualité","28","accéléré","qui s'accélère, devient plus rapide","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"216","S_ELEVER_VERB","action","action","32","","monter à une certaine hauteur ou niveau","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"217","MENACE","danger","danger","1","menace","danger ou risque potentiel","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","danger","D","MENACE relève du danger ; la distinction avec risque peut rester utile."
"218","MER","nature","nature","16","mer","grande étendue d'eau salée qui couvre une grande partie de la Terre","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"219","VULNERABLE","caractéristique","caractéristique","2","vulnérable","qui peut être facilement blessé ou affecté","minuscules","non","présents","aucune","singulier ou nom massif","français","","caractéristique","D","VULNERABLE et TOTAL décrivent des caractéristiques."
"221","CONSEQUEMMENT","temps_manière","temps_manière","1","conséquemment","en conséquence, par suite","minuscules","non","présents","underscore","non applicable","technique","","relations logiques","C","CONSEQUEMMENT marque surtout une conséquence logique."
"222","ELEVER","action","action","32","élever","monter, augmenter","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"223","RISQUER","action","action","32","risquer","être en danger de","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"224","PERTE","événement","événement","2","perte","action de perdre quelque chose","minuscules","non","présents","aucune","singulier ou nom massif","français","","événement","D","AUGMENTATION et PERTE peuvent être conceptualisées comme événements."
"225","TOTAL","caractéristique","caractéristique","2","total","complet, entier","minuscules","non","présents","aucune","singulier ou nom massif","français","","caractéristique","D","VULNERABLE et TOTAL décrivent des caractéristiques."
"226","HABITATION","lieu","lieu","2","habitation","lieu où l'on habite","minuscules","non","absents","aucune","singulier ou nom massif","français","","lieu","D","HABITATION et REGION sont des lieux."
"227","DEUXIEMEMENT","discourse","discourse","1","deuxièmement","indique le deuxième point d'un raisonnement","minuscules","non","absents","aucune","singulier ou nom massif","anglais","","discours","A","DEUXIEMEMENT organise le discours."
"228","VARIATION","changement","changement","6","variation","changement ou différence entre plusieurs états","minuscules","non","absents","aucune","singulier ou nom massif","français","Changement","changement","D","Altération, augmentation, variation, devenir, accélération et perte forment un ensemble défendable."
"229","EVENEMENT","temps","temps","4","événement","fait marquant ou incidence survenant un moment donné","minuscules","non","absents","aucune","invariable","français","time | temps_manière","temps","C","RAPIDEMENT, QUAND, PREMIEREMENT et EVENEMENT mêlent temps, manière et discours."
"230","METEOROLOGIQUE","nature","nature","16","météorologique","relatif à l'étude du temps atmosphérique","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"231","EXTREME","qualité","qualité","28","extrême","au niveau le plus élevé ou intense possible","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"232","PROVOQUER","agir","agir","2","provoquer","causer ou déclencher","minuscules","non","absents","aucune","singulier ou nom massif","français","","action","C","PROVOQUER et SUBIR sont des procès opposés ; la catégorie reste générale."
"233","SUBIR","agir","agir","2","subir","endurer, supporter un effet ou une action","minuscules","non","absents","aucune","singulier ou nom massif","français","","action","C","PROVOQUER et SUBIR sont des procès opposés ; la catégorie reste générale."
"234","CYCLONE","météo","météo","4","cyclone","Phénomène météorologique caractérisé par une tempête tropicale violente","minuscules","non","présents","aucune","singulier ou nom massif","français","météorologie","météorologie","B","Cyclone, tempête, précipitation et aridité relèvent de la météorologie."
"235","VIOLENT","qualité","qualité","28","violent","Qualifie une intensité forte et souvent nuisible","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"236","STORM","météo","météo","4","tempête","Phénomène atmosphérique avec vents forts et précipitations","minuscules","non","présents","aucune","singulier ou nom massif","français","météorologie","météorologie","B","Cyclone, tempête, précipitation et aridité relèvent de la météorologie."
"237","DEVASTATING","qualité","qualité","28","dévastateur","Caractérise quelque chose qui cause de grands dégâts","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"238","PRECIPITATION","météo","météo","4","précipitation","Eau qui tombe de l'atmosphère sous différentes formes","minuscules","non","présents","aucune","singulier ou nom massif","français","météorologie","météorologie","B","Cyclone, tempête, précipitation et aridité relèvent de la météorologie."
"239","INTENSE","qualité","qualité","28","intense","Qui se manifeste avec une forte intensité","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"240","REGION","lieu","lieu","2","région","Territoire délimité partageant des caractéristiques communes","minuscules","non","absents","aucune","singulier ou nom massif","français","","lieu","D","HABITATION et REGION sont des lieux."
"247","WHOLE","quantité","quantité","10","","Tout ce qui constitue un ensemble complet","minuscules","non","présents","aucune","singulier ou nom massif","français","","quantité","C","Quantificateurs, niveau, élévation et million mêlent grammaire, mesure et changement."
"250","RISQUE","risque","risque","2","risque","Possibilité de dommage ou de danger","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","risque","D","RISQUE et DANGER forment un groupe cohérent."
"251","THEIR","grammaire","grammaire","19","leur","Indique la possession par des tiers","minuscules","non","absents","aucune","singulier ou nom massif","français","Grammaire","grammaire","D","Les 19 entrées sont des mots ou fonctions grammaticales."
"252","CLIMATE","nature","nature","16","climat","Ensemble des conditions météorologiques d'une région","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"253","CAUSE","relation","relation","5","causer","Être l'origine de quelque chose","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","relations logiques","C","SANS, DONC et PAR CONSEQUENT relèvent du discours, mais CAUSE relève aussi de la causalité."
"254","DROUGHT","météo","météo","4","aridité","Période prolongée sans précipitations","minuscules","non","présents","aucune","singulier ou nom massif","français","météorologie","météorologie","B","Cyclone, tempête, précipitation et aridité relèvent de la météorologie."
"255","ARID","qualité","qualité","28","aride","Climat très sec, sans pluie","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"256","RUIN","action","action","32","ruiner","Détruire partiellement ou totalement une chose","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"257","PRODUCTION_AGRICOLE","économie","économie","3","production agricole","Production liée à l'agriculture","minuscules","non","présents","aucune","singulier ou nom massif","français","economy","économie","C","PRODUCTION_AGRICOLE est économique, mais RESULTAT et ALIMENTATION ne le sont pas nécessairement."
"258","FOOD_SUPPLY","économie","économie","3","alimentation","Ensemble des aliments disponibles pour une population","minuscules","non","présents","aucune","singulier ou nom massif","français","economy","économie","C","PRODUCTION_AGRICOLE est économique, mais RESULTAT et ALIMENTATION ne le sont pas nécessairement."
"259","CONSEQUENT","qualité","qualité","28","conséquent","Qui découle logiquement d'une cause","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"267","RISQUER_VERB","action","action","32","","Être en danger de subir un mal","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"268","TOTAL_ADJECTIVE","qualité","qualité","28","","Qui couvre toute la quantité","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"270","SUBIR_VERB","action","action","32","","Endurer quelque chose de négatif","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","Action","action","C","Les 32 entrées mêlent verbes, noms d’action, mouvement, souffrance et risque."
"271","ABSENCE","état","état","1","absence","Manque ou absence de quelque chose","minuscules","non","présents","aucune","singulier ou nom massif","français","","état","D","ABSENCE décrit un état."
"272","EAU","nature","nature","16","eau","Substance liquide essentielle à la vie","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"273","FAUNE","nature","nature","16","faune","Ensemble des animaux d'une région","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"274","FLORE","nature","nature","16","flore","Ensemble des plantes d'une région","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"275","CAUSE_NOM","relation","relation","5","cause","Raison ou motif d'un événement","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","relations logiques","C","SANS, DONC et PAR CONSEQUENT relèvent du discours, mais CAUSE relève aussi de la causalité."
"276","DEVENIR_VERB","changement","changement","6","devenir","Se transformer en quelque chose d'autre","minuscules","non","absents","aucune","singulier ou nom massif","français","Changement","changement","D","Altération, augmentation, variation, devenir, accélération et perte forment un ensemble défendable."
"278","PRODUCTION_NOURRICIERE_NOUN","agriculture","agriculture","1","","Fabrication ou culture d'aliments","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","agriculture","D","PRODUCTION_NOURRICIERE relève de l’agriculture."
"279","ALIMENTATION_NOUN","nourriture","nourriture","2","","Action de se nourrir ou nourriture","minuscules","non","absents","aucune","singulier ou nom massif","français","","nourriture","D","Les deux entrées concernent la nourriture humaine."
"280","HUMAIN","qualité","qualité","28","humain","Relatif à l'être humain","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"282","ACCELERER_VERB","changement","changement","6","","augmenter la vitesse ou l'intensité","minuscules","non","absents","aucune","singulier ou nom massif","français","Changement","changement","D","Altération, augmentation, variation, devenir, accélération et perte forment un ensemble défendable."
"285","AGRICOLE","activité","activité","2","agricole","relatif à l'agriculture","minuscules","non","présents","aucune","singulier ou nom massif","français","","activité","C","AGRICOLE est une propriété et PRODUCTION un processus ou résultat."
"286","PRODUCTION","activité","activité","2","production","action de produire ou résultat produit","minuscules","non","présents","aucune","singulier ou nom massif","français","","activité","C","AGRICOLE est une propriété et PRODUCTION un processus ou résultat."
"288","GRAND","qualité","qualité","28","grand","de grande taille ou importance","minuscules","non","présents","aucune","singulier ou nom massif","français","Qualité","qualité","C","Les 28 adjectifs couvrent accessibilité, durée, intensité, humanité, climat et logique."
"289","DANGER","risque","risque","2","danger","risque de mal ou de préjudice","minuscules","non","absents","aucune","singulier ou nom massif","international ou partagé","","risque","D","RISQUE et DANGER forment un groupe cohérent."
"290","PERDRE","changement","changement","6","perdre","cesser d'avoir, égarer","minuscules","non","absents","aucune","singulier ou nom massif","français","Changement","changement","D","Altération, augmentation, variation, devenir, accélération et perte forment un ensemble défendable."
"291","HABITAT_NATUREL","nature","nature","16","habitat naturel","milieu naturel d'un organisme ou d'une espèce","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
"292","D_UNE","Grammaire","Grammaire","8","d'une","article partitif contracté (de + une) exprimant une partie indéfinie","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"293","DES","Grammaire","Grammaire","8","des","article partitif/pluriel indéfini","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"294","OBSERVEZ","Action","Action","2","","voir ou remarquer attentivement","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","action","action","A","Même groupe que « action » ; seule la casse change."
"296","PAR","Grammaire","Grammaire","8","par","préposition indiquant le moyen ou la cause","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"297","LE_ARTICLE","Grammaire","Grammaire","8","le","article défini masculin singulier","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"298","UNE_ARTICLE","Grammaire","Grammaire","8","une","article indéfini féminin singulier","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"300","DE_ARTICLE","Grammaire","Grammaire","8","","préposition indiquant la possession ou la matière","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"301","DANS","Grammaire","Grammaire","8","dans","préposition indiquant un lieu ou un temps","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"302","AUTRE","Qualité","Qualité","2","autre","quelque chose ou quelqu’un de différent","initiale majuscule","non","présents","aucune","singulier ou nom massif","français","qualité","qualité","A","AUTRE et CONTRAIRE rejoignent le groupe existant ; seule la casse change."
"303","CET","Grammaire","Grammaire","8","ce","pronom démonstratif masculin singulier devant voyelle","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","grammaire","grammaire","A","Les huit entrées sont grammaticales ; seule la casse change."
"304","CONTRAIRE","Qualité","Qualité","2","contraire","opposé, contraire","initiale majuscule","non","présents","aucune","singulier ou nom massif","français","qualité","qualité","A","AUTRE et CONTRAIRE rejoignent le groupe existant ; seule la casse change."
"307","DEVENIR","Changement","Changement","1","","changer d'état ou d'état d'être","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","changement","changement","A","DEVENIR relève du changement ; seule la casse change."
"308","RUINER","Action","Action","2","","détruire, rendre inutilisable","initiale majuscule","non","absents","aucune","singulier ou nom massif","français","action","action","A","Même groupe que « action » ; seule la casse change."
"310","PRONOM_DEFINI_PLURIEL","grammaire/pronom","grammaire/pronom","1","les","pronom défini pluriel, sujet","minuscules","non","absents","barre oblique","non applicable","technique","","grammaire","C","LES est décrit comme pronom ; la cohérence du sous-niveau reste à décider."
"311","PRONOM_DEFINI_MAS_SING","grammaire/déterminant","grammaire/déterminant","1","du","article défini masculin singulier","minuscules","non","présents","barre oblique","non applicable","technique","","grammaire","C","DU est décrit comme article malgré une clé PRONOM ; le sous-niveau reste à décider."
"318","SE_LEVER_VERBE_PRONOMINAL","mouvement","mouvement","3","se lever","S'élever, monter (ex : le niveau, la voix)","minuscules","non","absents","aucune","singulier ou nom massif","français","","mouvement","D","CIRCULER et SE LEVER relèvent du mouvement."
"320","AUTRE_DETERMINANT","grammaire","grammaire","19","","Indique une chose différente ou supplémentaire","minuscules","non","absents","aucune","singulier ou nom massif","français","Grammaire","grammaire","D","Les 19 entrées sont des mots ou fonctions grammaticales."
"321","ETRE_VERBE","grammaire","grammaire","19","","Verbe d'existence ou d'état","minuscules","non","absents","aucune","singulier ou nom massif","français","Grammaire","grammaire","D","Les 19 entrées sont des mots ou fonctions grammaticales."
"323","ALIMENTATION_HUMAINE","nourriture","nourriture","2","alimentation humaine","Nourriture destinée aux humains","minuscules","non","absents","aucune","singulier ou nom massif","français","","nourriture","D","Les deux entrées concernent la nourriture humaine."
"325","HABITAT","nature","nature","16","habitat","Lieu où vit un organisme vivant","minuscules","non","absents","aucune","singulier ou nom massif","français","","nature","C","Glacier, Terre, climat, mer, habitat, faune, flore et déforestation pourraient justifier des sous-domaines."
